transaction_amount,account_age_days,transactions_last_24h,international_transaction,unusual_device,unusual_location,failed_login_attempts,distance_from_home_km,fraud
47.54,2086,3,0,0,1,0,64.05,0
44.16,3244,8,0,0,0,0,23.16,0
133.23,1660,5,0,0,0,0,35.58,0
139.38,1629,5,0,0,0,1,6.59,0
41.2,851,10,0,0,0,0,16.08,0
46.39,1795,7,0,0,0,0,21.24,0
108.53,722,3,0,1,0,0,24.19,0
31.66,2369,5,0,0,0,0,49.22,0
46.09,3989,8,1,0,0,0,109.73,1
72.29,2146,5,1,0,0,0,16.92,0
163.42,1217,3,0,0,0,0,45.24,0
38.7,2761,4,0,0,0,3,73.22,0
12.7,3285,6,0,0,0,0,70.69,1
11.88,1902,5,0,0,0,0,13.2,0
21.47,1023,5,0,0,0,0,67.85,0
20.45,2864,7,0,0,0,0,9.73,0
58.02,773,3,0,0,0,2,9.51,0
22.87,3989,3,0,0,0,0,31.84,0
35.43,1291,5,1,0,0,2,21.11,1
33.23,1420,4,0,0,1,0,85.48,0
44.86,2915,4,0,0,0,0,4.63,0
219.26,78,7,0,0,0,0,32.18,1
121.0,835,5,0,0,0,0,60.82,0
67.66,528,7,1,0,0,0,4.16,0
44.04,1582,4,0,0,0,0,22.27,0
45.15,2227,1,1,0,0,0,59.65,0
89.57,743,3,0,0,0,1,29.76,0
112.82,1396,7,0,0,0,0,29.74,0
29.46,3095,3,0,0,0,0,64.19,0
68.91,3761,8,0,0,0,1,42.77,0
10.71,86,9,1,0,0,0,16.29,1
80.68,2520,7,0,1,0,0,95.9,1
132.41,131,4,0,0,0,0,26.25,1
51.83,2095,8,0,0,0,1,9.11,1
342.02,3521,1,0,0,0,0,30.99,0
30.17,3198,7,1,0,1,0,28.17,1
81.1,953,6,0,0,0,0,41.64,0
64.57,1056,2,0,1,0,1,47.08,1
60.93,3140,4,0,0,0,1,7.02,0
60.17,3284,7,0,0,0,0,24.46,0
73.43,1145,3,1,0,0,1,43.0,1
143.05,42,4,0,1,0,1,30.15,1
230.43,1794,4,1,0,0,0,19.59,0
66.55,2490,5,0,0,0,1,52.97,0
138.9,1791,5,0,0,0,0,52.67,0
35.46,3740,6,0,0,0,0,0.06,0
132.87,3259,3,0,0,0,0,35.77,1
33.59,3157,1,0,1,0,0,41.47,0
177.97,110,6,0,0,0,0,24.59,1
487.64,3418,6,0,0,0,1,33.44,0
59.75,3028,5,0,0,1,0,26.21,1
9.27,1605,4,0,0,0,0,40.42,0
40.72,2370,3,1,0,0,0,20.02,0
202.08,3302,5,1,0,0,0,20.68,1
109.7,3627,7,0,1,0,0,26.3,0
83.43,2216,6,0,0,1,0,41.17,1
165.31,194,1,0,0,1,2,45.03,0
103.13,2485,4,0,0,0,0,77.68,0
199.53,2729,4,0,0,0,1,10.25,0
152.55,263,6,0,0,0,0,3.37,1
262.31,3274,7,0,0,0,0,52.72,1
92.1,830,4,0,0,0,0,31.53,0
150.62,3565,8,1,0,0,0,4.31,1
50.58,2217,6,0,0,0,0,25.94,1
38.81,1308,5,1,0,0,0,63.78,1
309.85,263,5,0,0,1,1,20.01,1
81.01,100,7,0,0,0,0,35.51,0
137.61,2973,5,0,0,0,0,16.45,0
74.54,1527,4,1,0,0,0,11.49,0
39.34,3365,5,0,0,0,1,57.11,1
67.35,945,3,0,0,1,0,18.12,0
242.84,3683,5,0,0,0,0,23.77,0
109.92,3768,3,0,0,0,0,30.98,0
14.29,434,4,0,1,0,0,16.18,0
54.94,2598,10,0,0,0,1,140.4,1
331.64,3760,4,0,0,0,0,51.97,0
55.01,1312,6,0,0,0,0,8.17,0
13.19,298,6,1,0,0,1,60.58,1
366.41,3505,4,1,0,0,1,36.32,1
123.24,1912,5,0,0,0,1,39.59,0
62.61,137,4,0,0,0,1,26.67,0
47.74,3365,5,0,0,0,0,23.37,0
176.64,2725,5,0,0,0,0,60.63,1
40.94,309,5,1,0,0,0,11.24,0
187.43,1056,9,1,0,0,1,70.27,1
108.63,102,5,0,0,1,1,32.89,0
83.11,3820,4,1,0,0,0,7.51,1
76.02,129,8,0,0,0,1,5.64,0
56.97,3189,4,1,0,1,0,16.67,1
170.9,2059,2,0,0,0,1,19.11,0
30.61,2343,3,0,0,0,0,5.94,0
15.49,3252,4,0,0,0,0,42.95,0
115.93,3583,7,0,0,0,0,47.95,0
117.7,535,5,0,1,0,0,46.09,0
102.74,100,4,0,0,0,0,56.42,0
96.25,524,4,0,0,0,1,20.5,0
49.97,2739,4,0,0,0,0,38.4,0
135.47,2287,4,0,0,0,0,56.02,0
64.01,363,5,0,0,0,0,43.34,0
43.02,960,4,0,0,0,0,35.75,0
50.37,2162,6,0,0,0,2,72.11,1
410.99,2928,5,0,0,0,0,22.26,1
13.99,1393,5,0,0,0,0,22.13,1
104.57,3800,7,1,0,0,0,32.87,1
14.71,3969,8,1,0,0,0,32.75,1
60.5,3071,6,0,0,0,1,31.77,0
45.14,1833,5,0,0,0,0,6.47,0
10.21,3512,4,1,0,0,1,61.38,1
94.65,2919,5,1,1,0,0,38.32,0
47.37,2092,7,0,1,0,1,1.52,1
10.08,1791,3,0,0,0,0,3.98,0
141.97,3334,4,0,0,0,0,71.66,0
242.62,2241,1,0,0,0,0,18.8,0
254.96,756,4,0,0,0,0,31.04,0
92.12,3999,8,0,0,0,1,12.0,0
69.51,301,4,0,0,0,0,146.81,1
220.38,2789,3,1,0,0,3,27.5,1
303.12,2634,6,0,1,0,2,19.58,1
184.97,2357,10,0,0,0,0,58.23,0
28.58,236,4,0,0,0,0,10.2,0
79.93,1985,5,0,0,0,0,63.94,1
99.04,3573,3,0,0,0,0,25.35,0
13.08,980,7,1,0,0,0,50.18,1
101.74,2775,4,0,0,0,0,36.3,0
515.79,3439,5,0,0,0,0,24.0,0
118.62,3810,4,0,0,0,0,6.42,0
251.16,2079,4,0,0,0,0,32.59,0
78.62,1276,3,1,0,0,0,14.57,0
62.43,2807,4,1,0,0,0,31.86,1
93.99,1960,4,0,0,0,0,54.47,0
32.0,2519,3,1,0,0,0,43.32,0
28.01,2974,6,0,0,0,0,1.03,0
208.44,2849,6,0,0,0,1,22.1,0
229.32,993,5,0,0,0,1,17.11,0
27.33,3030,3,0,1,0,2,19.01,0
159.37,2181,7,0,0,0,0,34.28,1
61.67,3725,5,1,0,0,0,19.88,0
90.54,2648,5,1,0,0,0,14.36,0
100.91,3570,9,0,0,1,0,8.65,1
163.19,3915,2,1,0,0,1,21.2,0
71.84,3978,3,0,0,0,0,51.58,0
237.26,2986,8,0,0,0,1,53.45,0
88.1,2401,5,0,0,0,0,36.82,0
116.95,498,4,0,0,1,0,3.05,0
31.5,1562,6,0,0,0,0,34.15,1
465.35,1917,3,0,0,0,0,77.58,0
101.78,3128,6,0,1,0,0,9.46,0
126.68,2367,7,0,0,0,0,20.46,0
15.68,1773,8,0,0,1,0,51.94,0
31.8,612,5,0,0,1,0,3.62,0
203.18,2871,6,0,1,0,0,20.84,0
86.33,1744,3,0,0,0,0,89.69,0
11.91,173,5,0,0,0,0,82.92,1
169.77,1157,3,1,0,0,1,83.35,1
40.88,3521,4,1,0,0,0,21.11,0
237.5,501,6,0,0,0,0,71.16,0
61.62,1642,4,1,0,0,0,35.13,1
80.18,2062,6,0,0,0,2,13.85,1
192.69,362,3,1,0,0,0,17.64,0
29.73,687,6,0,1,0,0,40.82,0
27.29,3762,4,0,0,0,1,3.18,0
55.88,2374,5,0,0,0,0,26.06,0
140.39,865,4,0,0,0,1,32.26,0
20.13,703,5,0,0,0,1,46.56,1
14.86,1720,3,0,0,0,2,4.66,0
139.96,2902,5,0,0,0,0,26.33,0
38.76,2929,3,1,0,0,0,56.74,0
46.85,805,7,0,0,0,0,106.01,1
12.54,2910,2,0,0,0,0,13.86,0
36.19,3588,11,0,0,1,2,70.86,1
66.23,928,5,1,0,0,0,54.49,0
154.06,134,8,0,0,0,0,78.99,0
33.31,3836,5,0,0,0,0,3.47,0
296.38,2102,4,0,0,0,0,48.7,1
36.01,3112,5,0,1,0,0,69.7,0
36.06,1300,3,0,0,0,0,29.14,0
266.03,1217,4,0,0,0,0,22.82,1
80.67,923,6,0,0,0,0,32.55,0
40.58,891,7,0,0,0,0,65.84,1
58.0,1902,7,0,0,0,0,14.55,0
225.38,449,4,0,0,0,0,13.56,0
249.53,3372,3,1,0,0,1,2.07,0
31.97,2059,9,0,0,0,0,26.82,0
64.19,3663,1,0,0,1,0,7.62,0
72.32,2023,8,0,0,1,0,27.26,1
27.45,1233,7,0,0,0,0,12.0,1
63.43,2074,3,0,0,0,0,18.34,0
67.01,642,5,1,0,0,1,21.02,1
186.08,3301,5,0,0,0,0,33.67,0
197.69,2888,5,0,0,0,0,35.79,0
49.59,614,6,0,0,0,1,24.1,1
55.01,2340,8,0,0,0,2,20.02,1
121.25,2165,6,0,0,0,0,18.12,0
39.38,828,3,0,0,1,0,5.54,0
113.27,514,5,0,1,1,3,65.91,1
61.61,3048,5,0,0,0,0,13.88,0
27.87,1078,6,0,0,0,0,29.94,0
28.19,2090,3,1,1,0,0,9.01,0
245.27,1013,4,0,0,0,0,47.87,1
57.93,2623,5,0,0,0,0,30.62,0
291.87,224,4,0,0,0,0,37.92,1
42.0,1456,4,0,0,0,0,8.66,0
86.67,2201,3,0,0,0,0,39.35,0
574.45,1773,8,0,0,0,0,3.61,0
25.75,2461,8,0,0,0,0,16.39,1
12.09,745,5,0,0,0,0,9.88,0
212.29,1783,7,0,0,0,0,30.25,0
31.69,3033,5,0,0,0,1,69.11,1
65.46,1354,5,0,0,0,0,44.3,0
39.36,653,4,0,0,0,0,79.36,1
84.89,3395,7,0,0,0,0,31.28,0
28.35,3119,4,0,1,0,0,48.59,0
56.72,2731,4,0,0,1,1,59.82,1
99.97,3198,7,0,0,0,1,59.33,1
26.91,3121,5,0,0,0,0,8.22,0
35.51,2994,7,1,0,0,1,13.59,1
48.78,2052,2,0,1,0,0,54.99,0
18.43,107,5,0,0,1,0,79.99,1
45.59,2400,2,1,0,0,0,12.73,0
74.21,1114,7,0,0,0,0,14.5,0
46.54,3099,4,0,0,0,0,43.93,0
52.24,1889,7,0,0,0,0,20.02,0
65.5,3623,4,0,0,0,0,57.46,0
36.96,2394,10,0,0,1,1,46.78,1
124.21,2215,5,0,0,1,1,63.18,1
242.83,3679,10,0,1,0,0,22.62,0
43.91,1916,4,0,0,0,0,19.07,0
103.2,1521,4,0,0,0,0,14.74,0
53.75,1504,4,0,0,0,0,78.65,1
92.66,3503,6,0,0,0,0,8.65,0
272.93,3032,7,0,0,0,0,7.6,1
105.4,678,10,0,0,0,0,32.02,0
13.52,1985,4,0,0,0,0,18.78,0
100.34,1503,10,0,1,0,0,60.17,1
202.26,2597,7,1,0,1,0,6.95,0
54.63,237,4,0,1,0,0,24.64,0
163.38,2865,4,0,1,0,0,4.38,1
35.83,2977,5,1,0,0,0,21.48,0
17.51,929,8,0,1,0,2,31.44,1
75.72,628,2,0,0,0,0,27.6,0
13.72,2521,4,0,0,1,1,26.11,0
53.74,1050,4,1,0,1,0,47.1,0
212.33,3768,9,0,0,0,0,12.06,0
11.96,3107,4,0,0,0,0,38.53,0
21.08,3821,5,0,0,0,0,25.33,0
26.34,2152,5,0,0,0,1,21.79,0
62.99,3755,5,0,0,0,0,41.74,0
47.98,85,4,1,0,1,0,33.38,0
234.91,1181,4,0,0,0,0,40.36,0
157.42,38,3,0,1,0,2,102.06,1
104.14,2719,5,0,0,0,0,25.12,0
76.03,2057,6,1,0,0,1,7.89,0
95.0,1172,7,0,1,0,0,12.39,1
30.7,1240,9,0,0,0,0,78.17,0
144.24,2585,5,0,0,0,0,21.08,0
24.51,745,6,0,0,1,0,46.89,1
141.43,2072,3,0,1,0,1,27.53,0
193.94,2465,5,0,0,0,0,10.41,0
80.62,982,4,0,0,0,0,33.08,0
56.91,936,8,0,0,0,0,15.52,1
95.61,1436,2,0,0,0,0,17.34,0
5.08,2381,5,1,0,0,0,27.67,1
87.53,1039,5,0,0,0,0,5.35,0
60.22,1535,5,1,0,0,0,46.09,0
63.72,2187,4,0,1,1,0,19.14,1
125.95,771,6,1,0,1,2,50.77,0
62.35,2288,4,0,0,0,0,49.4,1
23.9,578,7,1,1,0,0,24.34,1
58.72,595,7,0,0,0,0,31.46,1
70.87,970,6,0,0,0,1,38.84,1
73.95,1167,10,0,0,0,0,20.98,0
77.15,148,2,0,0,0,0,4.03,0
169.94,3847,8,0,0,0,1,32.88,1
25.09,1253,6,0,0,0,0,59.6,0
78.11,3224,4,0,0,0,1,15.02,0
212.92,3610,2,1,0,1,0,52.8,0
14.0,3208,5,0,0,0,1,9.13,0
78.39,3330,2,0,1,0,0,22.99,0
39.38,427,4,0,0,0,0,25.95,0
47.77,1506,2,0,0,0,0,28.15,0
29.54,2992,7,0,0,0,0,13.03,0
57.25,2316,5,0,0,0,0,9.26,0
349.72,52,4,1,0,0,0,23.73,0
21.37,2282,2,1,0,0,0,42.63,1
23.27,3223,4,0,0,1,0,14.81,0
20.66,3320,7,0,0,0,1,25.39,0
315.66,1554,3,1,0,0,0,102.11,1
43.99,968,7,0,0,0,0,34.93,0
65.17,1258,4,0,0,0,0,23.64,0
46.41,1206,6,0,0,0,0,27.3,0
28.5,1405,7,0,0,0,0,89.09,0
53.97,1228,4,0,0,0,0,43.68,0
609.37,1845,4,0,0,1,0,15.56,0
233.43,192,4,1,0,0,1,46.55,1
30.95,1122,3,1,0,0,0,11.2,1
119.44,1279,7,0,1,0,1,30.67,1
31.55,638,8,0,1,0,0,66.85,1
13.48,3515,5,1,0,0,0,30.91,1
166.93,2711,6,0,0,0,0,10.4,0
189.44,3650,4,0,0,0,0,28.7,0
170.96,2259,3,0,0,1,1,66.5,0
43.69,465,2,0,0,0,0,14.58,0
57.39,3621,3,1,0,0,0,46.04,0
130.95,1848,7,0,0,0,0,69.02,1
94.85,2747,4,0,1,0,1,38.22,1
46.79,1543,6,0,0,0,1,29.61,0
15.53,1992,6,0,0,0,0,15.7,0
73.88,1972,6,0,1,0,0,17.47,0
176.11,1160,6,0,0,0,0,23.46,1
22.7,2232,1,0,0,0,0,46.86,0
118.5,2942,2,0,0,0,0,118.75,0
89.87,110,2,1,0,0,0,14.73,0
130.99,549,3,1,0,1,0,42.55,1
146.17,3373,5,1,0,0,1,58.19,1
35.69,2291,2,0,0,1,2,29.24,0
15.56,3895,5,0,0,0,0,28.3,0
41.26,2430,7,0,1,0,0,6.89,0
148.45,2624,6,0,0,0,1,32.88,1
40.94,3599,4,0,1,1,1,27.3,0
35.71,2651,6,0,0,0,1,21.55,0
12.95,1338,5,0,0,0,0,37.0,0
322.91,2126,2,0,0,0,0,12.1,0
140.21,965,4,0,0,0,0,14.36,0
133.34,1357,5,0,1,0,0,33.41,0
159.33,2730,1,0,1,0,1,78.08,1
112.06,621,5,0,0,0,1,24.98,1
53.52,2697,4,0,0,0,0,29.31,1
57.55,2348,6,1,0,0,0,28.56,0
45.39,1254,7,0,0,0,0,11.62,0
714.27,208,5,1,0,0,0,22.56,0
109.98,2827,4,0,0,0,0,32.24,0
43.93,3303,3,1,0,0,0,31.71,1
101.39,2928,8,0,0,0,0,39.17,0
26.85,1701,5,1,1,0,0,11.16,0
258.28,2624,5,1,0,0,0,16.86,0
36.78,1676,4,0,0,0,0,5.35,0
104.69,1452,9,0,0,0,0,70.42,0
174.06,1328,7,0,0,0,0,20.12,0
94.28,867,4,0,0,0,1,34.69,0
72.6,3878,2,1,0,0,0,28.03,0
67.34,2674,5,1,0,0,1,2.09,0
63.38,724,6,0,1,0,1,9.26,1
39.68,3464,8,0,0,0,1,27.1,0
44.5,630,8,0,0,0,0,42.14,1
252.56,2386,4,0,0,0,0,39.78,1
60.48,687,4,0,0,0,0,8.02,0
32.88,1464,4,0,0,0,0,11.57,0
41.9,2644,4,1,0,0,0,37.27,1
179.53,3996,7,0,0,0,0,39.53,1
122.49,3967,6,0,0,0,1,7.55,0
110.42,3585,5,0,0,0,0,37.12,1
52.89,964,7,0,0,0,0,26.95,1
111.72,401,3,0,1,0,0,23.17,0
37.37,3625,8,0,0,0,0,79.68,0
52.79,3694,6,0,0,0,0,25.01,0
159.62,1136,5,1,1,0,1,18.09,1
146.47,106,4,0,0,0,0,48.98,1
27.56,2602,2,0,0,0,0,47.55,0
30.88,332,1,0,0,0,0,67.84,1
73.54,190,4,0,0,0,0,45.36,0
315.3,3750,2,0,0,0,0,44.1,0
11.89,1997,3,0,0,0,0,28.67,0
85.67,474,4,0,0,0,0,111.85,0
19.33,2628,3,1,1,0,1,12.15,1
37.68,1495,10,0,0,0,0,40.34,1
48.04,2159,1,0,0,0,0,10.96,0
45.67,3598,6,0,1,0,1,28.62,1
41.25,974,5,0,0,0,0,27.99,0
67.12,2596,5,0,0,0,0,28.57,0
41.19,3319,5,0,0,0,0,4.86,0
17.88,1712,4,1,0,0,1,20.05,1
134.54,3881,5,0,0,0,0,125.52,0
131.31,1809,4,0,0,0,0,31.07,0
142.43,1853,7,0,0,0,0,56.31,0
16.67,3540,4,0,0,0,1,37.07,0
87.27,2554,6,1,0,0,1,103.54,1
122.53,3478,8,0,0,1,2,37.37,1
26.36,3167,7,1,0,0,1,31.2,1
67.24,2858,4,0,0,0,0,8.72,0
60.06,988,3,0,0,0,0,9.11,0
350.0,1613,5,0,0,0,0,17.39,0
376.93,3461,6,0,0,0,2,24.41,0
14.91,2475,5,0,0,0,1,10.03,0
629.25,1142,7,0,0,1,0,30.97,1
29.26,1329,6,0,0,0,1,30.11,0
161.19,3110,6,0,0,0,1,86.5,0
159.72,737,7,0,0,0,0,94.95,0
27.22,475,4,0,1,0,0,49.04,0
103.95,3067,4,0,0,0,0,50.03,0
60.53,1174,3,0,0,0,0,62.86,0
109.83,3068,6,0,0,0,0,37.57,0
82.07,2148,5,0,0,0,0,65.21,1
195.72,3991,4,0,0,0,1,7.94,0
71.37,2113,4,0,1,1,0,53.89,1
57.34,3473,5,0,0,1,0,10.57,0
178.83,3406,7,0,1,0,0,12.0,1
112.43,871,4,0,0,0,0,62.33,0
128.85,3984,1,0,1,0,0,15.9,0
36.67,2990,5,0,0,0,0,12.39,0
26.03,455,4,1,0,0,1,39.51,1
40.01,53,9,0,0,0,0,14.5,0
38.14,1107,5,0,0,0,1,12.4,0
135.31,94,4,1,0,0,0,7.02,0
160.51,1449,2,0,0,0,0,19.44,0
58.0,3985,7,0,0,0,0,48.69,0
241.73,1931,6,0,0,0,1,53.89,0
228.52,124,6,0,0,0,1,23.43,0
83.02,1990,8,0,0,0,1,85.3,1
31.83,899,4,0,0,0,1,41.15,0
275.29,3429,5,0,0,0,0,63.17,1
63.12,389,6,0,0,0,0,17.61,0
74.71,3089,7,1,0,0,1,21.91,1
49.12,1800,6,0,0,0,0,24.58,0
29.94,104,4,1,0,1,2,21.67,1
17.78,2702,3,0,0,0,0,2.45,0
117.87,1836,2,1,0,0,0,29.76,0
32.95,3093,4,0,0,0,1,37.13,0
1046.89,2483,2,1,0,0,1,35.38,1
25.09,3155,6,1,0,0,1,91.76,1
21.51,1857,5,0,0,1,0,96.65,0
105.54,61,5,0,0,0,2,4.93,0
264.11,548,9,0,1,0,0,74.48,1
70.68,1851,4,0,0,1,0,88.24,1
111.61,1607,4,0,0,0,1,3.22,0
12.69,3183,6,0,0,1,0,47.32,1
36.24,1664,2,0,0,0,0,30.38,0
25.37,3444,5,0,0,0,0,85.19,0
12.12,775,5,1,0,0,0,81.44,1
74.09,1557,8,0,0,0,0,158.46,1
8.86,3032,5,1,0,1,1,48.59,1
20.29,522,6,0,0,0,0,42.44,0
41.12,1305,6,0,0,0,0,14.44,0
31.56,3014,4,0,0,0,0,19.03,0
95.28,2368,4,1,0,0,1,43.95,1
87.8,3118,7,0,0,0,0,18.26,0
149.07,2077,3,0,0,0,1,30.22,0
131.26,3440,2,0,0,0,1,5.79,0
186.18,3513,3,0,0,0,1,31.91,0
66.57,3898,5,0,0,0,0,3.8,0
87.63,514,2,0,0,0,0,61.65,0
105.67,2377,4,0,0,0,0,33.23,0
75.75,483,5,1,0,0,0,17.02,0
46.64,938,8,0,0,0,0,25.73,0
49.44,1222,8,0,0,0,0,18.45,1
31.95,2595,5,0,0,1,0,13.64,1
97.46,1741,4,1,1,0,0,20.66,0
61.28,3463,4,0,0,0,1,20.79,0
36.71,1215,5,0,0,0,0,23.66,0
36.74,2480,2,0,0,0,1,2.17,0
22.44,3059,9,1,1,0,0,65.03,1
160.93,3921,7,0,0,0,1,65.94,1
71.58,1003,6,0,0,0,0,28.28,0
30.68,2942,4,0,1,0,1,99.8,1
138.06,366,5,0,0,0,0,21.96,0
40.27,2187,9,0,0,0,0,31.29,1
18.81,1672,7,0,0,0,1,42.0,0
167.18,3835,4,0,1,0,0,30.61,0
41.12,3100,5,0,0,0,0,17.1,0
46.15,3711,5,0,0,1,0,29.53,0
69.2,3406,5,0,0,0,0,7.88,0
186.48,1660,4,0,1,0,1,13.7,1
67.9,2941,2,0,0,0,2,56.32,0
22.66,150,4,0,0,1,1,139.89,1
108.8,2244,5,0,0,0,0,16.56,0
43.1,217,4,0,0,0,0,24.82,0
364.72,2905,2,0,0,0,0,23.63,0
66.62,3867,5,1,0,0,0,34.85,0
8.92,2735,3,0,0,0,1,61.31,1
91.99,3364,3,0,0,0,0,32.32,0
383.81,960,5,1,0,0,0,8.31,0
275.43,3975,7,0,0,0,0,17.78,1
346.49,2216,10,0,0,0,2,38.54,1
26.63,2707,4,0,0,0,0,21.46,0
151.55,3089,7,0,0,0,1,22.17,1
34.82,2569,4,0,0,0,1,22.68,0
81.6,1288,9,0,0,0,0,27.76,0
21.21,2457,5,0,0,0,0,12.76,0
37.34,2626,5,0,0,0,1,55.59,0
36.28,3433,10,0,1,0,1,8.24,0
149.71,1941,7,0,0,0,2,37.92,0
137.09,2022,7,1,0,0,1,18.72,1
85.55,2027,8,0,0,0,2,30.47,0
19.78,484,7,0,0,0,0,72.71,0
50.38,387,5,0,1,0,0,71.59,0
34.07,111,5,0,0,0,2,60.24,1
145.87,2674,4,0,0,0,1,81.61,0
192.55,1692,7,0,1,0,0,125.32,0
172.56,3466,4,0,0,0,2,55.72,1
33.79,2817,4,0,0,0,2,41.99,0
5.67,591,4,0,0,0,1,12.92,0
13.6,427,1,0,0,0,0,47.33,0
239.72,1483,5,0,0,0,0,31.76,0
46.47,3686,4,0,0,0,0,93.01,0
33.93,223,5,0,1,0,0,52.32,1
292.48,773,2,0,0,1,0,10.37,0
208.23,147,4,0,0,0,0,36.93,0
68.17,1672,2,0,0,0,0,57.12,0
51.21,3958,6,1,0,0,0,31.3,0
59.21,2744,6,0,0,0,0,122.98,1
81.81,1989,4,0,0,0,0,50.85,0
281.47,603,3,0,0,0,0,13.32,1
97.54,1441,10,0,0,0,0,12.42,1
128.18,2112,4,0,0,1,1,15.21,1
191.01,1121,6,0,1,0,0,19.62,1
23.27,2829,4,0,0,1,2,30.14,0
131.55,3920,5,0,0,0,0,38.94,0
51.16,847,2,0,0,1,0,72.76,1
6.93,1031,8,1,0,0,0,55.94,0
9.82,531,10,0,0,0,1,22.71,1
26.67,2911,5,0,0,0,1,22.87,0
107.57,1863,3,0,0,0,1,53.83,0
73.88,1156,2,0,0,0,0,19.47,0
78.72,900,2,0,1,0,0,44.29,1
386.0,309,7,0,0,0,0,7.17,0
21.28,1920,10,0,0,0,0,40.21,0
65.06,2742,6,0,0,0,1,36.27,0
87.71,963,4,0,0,0,0,19.7,0
34.38,36,6,0,0,0,0,9.3,0
68.41,1909,4,0,0,0,0,7.92,0
15.8,2712,5,0,0,0,0,34.33,0
237.2,1399,8,0,0,0,0,38.66,1
36.11,1023,6,0,0,0,1,4.14,0
414.99,642,5,0,0,0,1,3.97,0
64.77,2992,9,0,0,1,0,11.23,0
168.22,3450,6,0,0,0,0,12.74,0
63.56,3085,6,1,0,0,0,15.93,0
64.87,2087,2,0,0,0,0,34.48,0
39.42,2904,4,0,0,0,0,60.48,0
74.23,1605,6,0,0,1,0,61.15,0
88.78,127,7,0,0,1,2,47.74,1
32.92,1489,4,0,0,0,0,59.25,0
59.59,2823,2,0,0,0,0,13.25,0
38.51,2599,6,0,0,0,0,46.85,0
528.32,3960,4,0,0,0,0,51.37,1
61.51,3990,7,1,0,0,0,6.29,0
267.93,993,7,0,0,1,1,73.37,1
55.92,67,7,0,0,0,2,53.07,0
84.21,1118,3,0,0,0,0,17.75,0
20.3,3508,7,0,0,0,0,5.04,0
44.6,3259,5,0,0,0,0,33.82,0
80.6,422,5,0,0,0,0,22.64,0
277.94,666,1,0,0,0,0,8.97,1
81.43,2267,4,0,0,0,0,29.68,1
231.68,2652,3,1,0,0,0,19.79,1
118.71,3929,7,0,0,0,0,53.37,1
288.49,3027,8,1,0,0,2,3.81,1
63.24,871,3,0,0,0,0,57.28,0
573.18,177,7,0,0,0,0,27.99,0
43.08,2545,3,0,0,0,0,47.21,0
33.45,2228,4,0,0,0,1,77.66,1
22.44,3689,1,0,0,0,0,39.43,0
543.44,2316,4,0,0,0,1,56.62,0
139.42,2019,2,0,0,0,1,7.06,0
49.37,1234,5,0,0,0,0,7.98,0
